code,product_name,brands,categories_tags,countries_tags,packaging_tags,stores,purchase_places,nutriscore_grade,nova_group,ecoscore_grade,ingredients_text,nutriments.sugars_100g,nutriments.energy-kcal_100g
0195893114054,Salsa verde,Fantastic Fuego,,ireland,,,,unknown,,,,,
8033622041054,Fantastic Snack,,,italy,,,,unknown,,,,,
3665676000159,Fanta,Fanta,,french-polynesia,,,,unknown,,unknown,,7.9,33.0
8002126002366,Fantasia di legumi,"Melandri, Melandri Gaudenzio","plant-based-foods-and-beverages, plant-based-foods",italy,,,,unknown,,,,,
7894900091007,Refrigerante Maracujá Fanta Lata 350ml,FANTA,,brazil,,,,unknown,,,,,
2608104015227,Guimauve fantaisie - chocolat au lait,,,france,,,,unknown,,,,,
0841905060412,Dark Fantasy,Sunfeast,,canada,,,,unknown,,,,,
7427246073828,Zeta Drinks Cherry Fantasy,,,spain,,,,unknown,,,,,
5449000285119,Fanta mini,,,germany,,,,unknown,,,,,
0687385000025,Fanta orange,Fanta,"beverages-and-beverages-preparations, plant-based-foods-and-beverages, beverages, plant-based-beverages, carbonated-drinks, fruit-based-beverages, sodas, fruit-sodas, orange-soft-drinks",france,,,,e,,,,,
5281013031020,Fantasia wokkels,Fantasia,,lebanon,,,,unknown,,unknown,,,471.42857142857144
3481291020033,Sachet de truffes fantaisie aux cookies,,,france,,,,unknown,,,,,
8059307291378,Fish fantasy,Mare Gioioso,seafood,italy,,,,c,,,,,
5449000317544,فانتا رمان٤٠٠ملي,Fanta,"beverages-and-beverages-preparations, beverages, carbonated-drinks, sodas",argentina,,,,unknown,,not-applicable,,,
15967862,Truffes fantaisie chocolat,,,france,,,,unknown,,,,,
3588400262596,Truffes fantaisies,,,france,,,,unknown,,,,,
7790895002335,fanta zero 500,Fanta,,argentina,,,,unknown,,,,,
5449000156990,Fanta,Fanta,,united-kingdom,,,,unknown,,,,,
0400005902918,Bebida de fantasía de aloe vera,Amane,,chile,,,,unknown,,unknown,,,
0815825000018,Pommel de fantaisie,,,canada,,,,unknown,,unknown,,,
3222477793323,Truffes fantaisie caramel beurre salé,Beaumesnil,"snacks, sweet-snacks, cocoa-and-its-products, confectioneries, chocolate-candies, bonbons, chocolate-truffles",france,,,,e,,,,,
0837246100429,Truffe fantaisie saveur noisette,Truffettes De France,,france,,,,unknown,,,,,
3346940404018,Sirop Orgeat Fantaisie,,,france,,,,unknown,,,,,
4820026701301,Dolce Halva di Semi di Girasole Fantasia,,,italy,,,,unknown,,,,,
8001364346119,Fantasia di funghi porcini,"Ca' del Bosco, Novella","plant-based-foods-and-beverages, plant-based-foods, fruits-and-vegetables-based-foods, vegetables-based-foods",italy,,,,c,,,,,
3173286812203,Truffes fantaisie,Jacquot,,france,,,,unknown,,,,,
4260231225894,Fanta exotic,Fanta,,spain,,,,unknown,,,,,
18537910,Fanta,Fanta,"beverages, carbonated-drinks, sodas",united-kingdom,,,,unknown,,not-applicable,,,
8015104005563,Ravioli con sfoglia sottile ricotta e spinaci,Pastificio Fantasia,"meals, pasta-dishes, stuffed-pastas",italy,,,,c,,,,,
3481291013578,Truffes fantaisie aux éclats de feves,Mathez,"plant-based-foods-and-beverages, plant-based-foods, fruits-and-vegetables-based-foods, snacks, sweet-snacks, vegetables-based-foods, cocoa-and-its-products, confectioneries, chocolate-candies, mushrooms-and-their-products, bonbons, mushrooms, truffles, chocolate-truffles",france,,,,e,,,,,
5449000310002,Fanta açaï zéro,"Fanta, Fanta-light","beverages, carbonated-drinks, sodas",france,,,,b,,,,,
4260231225665,Fanta Grape,Fanta,,germany,,,,unknown,,,,,
8019289704648,Fantasy,,,italy,,,,unknown,,,,,
8031108000069,Fantasia,,,italy,,,,unknown,,,,,
3701175700401,Truffe fantaisie aux éclats de popcorn,,,france,,,,unknown,,,,,
2024000085674,Farfalle fantasia,,,spain,,,,unknown,,,,,
3481291018641,Truffes fantaisie,,"snacks, sweet-snacks, cocoa-and-its-products, confectioneries, chocolate-candies, bonbons, chocolate-truffles",france,,,,e,,,,,
8005120227148,Frutta & Fantasia - Il Trissico,Noberasco,,italy,,,,unknown,,,,,
5000112662009,Fanta,Fanta,"beverages-and-beverages-preparations, beverages, carbonated-drinks, sodas, sweetened-beverages",united-kingdom,pet-bottle,,,c,,,,,
6133166000257,FANTA Fraise,Fanta,"beverages-and-beverages-preparations, beverages, carbonated-drinks, sodas, sweetened-beverages",france,,,,unknown,,,,,
4260164572867,Camper Pasta,Firlefantastisch,,germany,,,,unknown,,,,,
7350076812476,Fanta peach,Fanta,,france,,,,unknown,,,,,
8015545000356,Pâtes italiennes  à la semoule de blé dur aux épinards \&quot; Fantasi Di Colori\&quot; BIO,"iPiaceri del Grano, Inaudi",,france,,,,unknown,,,,,
9310155006705,ThinnerBite black rice crackers,Fantastic,,australia,,,,unknown,,unknown,,0.0,437.4
3481294501072,Truffes fantaisies,,"snacks, sweet-snacks, cocoa-and-its-products, confectioneries, chocolate-candies, bonbons, chocolate-truffles",france,,,,d,4.0,,"Graisse végétale (coprah), sucre, cacao maigre en poudre, lactosérum en poudre, éclats de noisettes caramélisées 5% (noisettes, sucre), pâte de cacao, cacao en poudre, émulsifiant : lécithines de soja, arôme. Traces éventuelles de gluten, amandes, œufs et pistaches.",,
8003100001979,Fantasiosa,Selex,,italy,,,,unknown,,,,,
7771609002742,Fanta sabor Naranja Mandarina,"Fanta,Coca-Cola","beverages-and-beverages-preparations, beverages, carbonated-drinks, artificially-sweetened-beverages, non-alcoholic-beverages, sodas, sweetened-beverages",bolivia,"plastic, recycled-material, pet-polyethylene-terephthalate, recycled-plastic, bottle, rpet-recycled-polyethylene-terephthalate, transparent-pet, transparent-rpet",FSA,"Cochabamba,Bolivia",unknown,4.0,,"Agua carbonatada, azúcar, saborizantes naturales, reguladores de la acidez (SIN 330, SIN 331(iii), SIN 452(i)), sustancia conservadora (SIN 211), edulcorantes (SIN 951 Aspartame (0.008%), SIN 950 Acesulfame K (0.006%)), colorantes artificiales (SIN 102, SIN 129).",,
5449000051578,"Fanta Orange 0,33lx4 boks",Coca-cola europacific partners norge as,,united-states,card-box,,,unknown,,,,,
8005158009907,Fantasie di vongole,Sgattoni,"seafood, frozen-foods, frozen-seafood",italy,,,,unknown,,,,,
5056283837074,Halloween String Lights,Fantastic Halloween Decorations,,united-states,"card-box, paper-sleeve",,,unknown,,unknown,,,
4056489567035,suikerwerk met cacaofantasie,Delicieux,,belgium,,,,unknown,,,,,
3481292301278,Truffe fantaisie bio crêpe dentelle,,"snacks, sweet-snacks, cocoa-and-its-products, confectioneries, chocolate-candies, bonbons, chocolate-truffles",france,,,,e,3.0,,"Truffe fantaisie aux brisures de crêpe dentelle Ingrédients chocolat noir 70.5% (pâte de cacao&quot;, sucre&quot;, beurre de cacae van poudre&quot;), matière grasse végétale (coprah&quot;), brisures de crêpe dentelle 9% (fa sucre&quot;, beurre, lait écrémé en poudre&quot;, extrait de malt d'orge en poudre&quot;, sel poud 70.5% de chocolat à 55% de cacao.&quot; Produits issus de fagriculture biologique",,
3481294500921,Truffes fantaisie,Mathez,"snacks, sweet-snacks, cocoa-and-its-products, confectioneries, chocolate-candies, bonbons, chocolate-truffles",france,,,,e,,,,,
3481291013028,Truffes fantaisies,,"snacks, sweet-snacks, cocoa-and-its-products, confectioneries, chocolate-candies, bonbons, chocolate-truffles",france,,,,e,,,,,
8055118803014,Farinata,Acqua Farina e Fantasia,,italy,,,,unknown,,,"PRODOTTORA FORNO-INERNA Acqua, farina di Ceci (27%). olio di semi di girasole, sale. Può contenere cereali contenenti glutine, latte, uova, soia, senape e lupino.",,
3760256071441,Sachet meringue fantaisie Noël,,,france,,,,unknown,,,,,
9300675093125,Fanta raspberry no sugar,The coca-cola,,australia,,,,unknown,,,,,0.68
8005525037465,Peperoncino,Fantasie Aromatiche,"plant-based-foods-and-beverages, plant-based-foods, condiments, herbs-and-spices, spices",italy,,,,not-applicable,,,,,
3481294500792,Truffe fantaisie aux bruises de crêpe dentelle,,"snacks, sweet-snacks, cocoa-and-its-products, confectioneries, chocolate-candies, bonbons, chocolate-truffles",france,,,,e,,,,,
3290041001419,Truffe fantaisie aux écorces d'orange confites,Guyaux,,france,,,,unknown,,,,,
58524459,Meringue fantaisie,,,france,,,,unknown,,,,,
5070000358710,,crispy Fantasy,"plant-based-foods-and-beverages, plant-based-foods, breakfasts, cereals-and-potatoes, cereals-and-their-products, breakfast-cereals, extruded-cereals",united-kingdom,,migros,,b,4.0,,"Farine de maïs, protéine de soja, sirop d'agave naturel, huile de colza, inuline (issue de la racine de chicorée), émulsifiant: lécithine de soja, cannelle, sucre, arômes naturels, amidon de pois, protéines de pois, huile d'avocat, sel comestible, steviolglycoside.
Peut contenir des traces de blé et de fruits à coque dure.",,
3421371533398,Truffes fantaisies Bio Eclats de noisettes,Chevaliers d'Argouges,"snacks, sweet-snacks, cocoa-and-its-products, confectioneries, chocolate-candies, bonbons, chocolate-truffles",france,,,,e,,,,,
4260301524995,Fanta watermelon no sugar,Coca cola,,germany,,,,unknown,,,,,
87354355,mentos fanta,mentos,,poland,,,,unknown,,,,,
3481292400551,Truffes Fantaisie Biologiques Noisettes,Chocolat Mathez,"snacks, sweet-snacks, cocoa-and-its-products, confectioneries, chocolate-candies, bonbons, chocolate-truffles",france,,Biocoop,,e,3.0,,"Chocolat noir 69,5% (pâte de cacao*, sucre*, beurre de cacao*, vanille en poudre), matière grasse végétale (coprah*), éclats de noisettes grillées 6%, cacao en poudre. 69,5% de chocolat à 55% de cacao. *Produits issus de l'agriculture biologique. Cacao, sucre, vanille: cultivés et commercialisés conformément aux standards du commerce équitable Fairtrade/Max Havelaar 70,5% du poids total.",,
5000112651683,SHokata,"Fanta, Coca-Cola","beverages-and-beverages-preparations, beverages, carbonated-drinks, artificially-sweetened-beverages, sodas, sweetened-beverages","italy, latvia, spain",,,,b,4.0,,"acqua, succo di limone ottenuto da succo concentrato (3%), anidride carbonica, aromi (incluso aroma di fiore di sambuco), regolatore di acidità: gluconato di sodio; acidi: acido citrico, acido malico; dolcificanti: ciclamati",,
2608105018043,Guimauve  fantasie enrobé de chocolat noir,,,france,,,,unknown,,,,,
2608104016606,Guimauve fantaisie enrobée de chocolat au lait,,,france,,,,unknown,,,,,
5000112644302,,Fanta,,france,,,,unknown,,,,,
8016190100019,Alberello fantasia frutta,,,italy,,,,unknown,,,,,
0691355890820,Fantastic Classic Candies,,"snacks, sweet-snacks, confectioneries, candies",united-states,,,,e,,d,,80.0,366.66666666667
3290041002171,Truffes fantaisie,Guyaux,,france,,,,unknown,,,,,
8005525036086,Maggiorana Foglie,Fantasie Aromatiche,,italy,,,,unknown,,,,,
9369998204786,Fantasy fairy floss,,,australia,,,,unknown,,unknown,,,
3481292400520,Truffe fantaisie au chocolat noir,,,france,,,,unknown,,,"MATHEZ Truffe fantaisie au chocolat noir MATHEz
 Ingrédients chocolat noir 74% (pâte de cacao&quot;, sucre, beurre de cacao, vanille en poudre*), matière grasse végétale (coprah cacao en poudre*. 74% de chocolat à 55% de cacao. &quot;Produits issus de l'agriculture biologique. Cacao, sucre, vanille: cultivés et commercialisés conformément aux standards du commerce équitable Fairtrade/Max Havelaar. 75% du poids total. Cacao, sucre: le bilan de masse est utilisé pour correspondre au volume acheté aux conditions Fairtrade/Max Havelaa www.maxhavelaarfrance.org",,
8032727110665,farfalle Fantasie nudeln,,"plant-based-foods-and-beverages, plant-based-foods, pastas",germany,,,,unknown,,,,,
8901725132866,Dark fantasy coffee,Sunfeast,,india,,,,unknown,,,,,
0628011975201,Fantasty,,,canada,,,,unknown,,,,,
0049000067262,Fanta mini,Fanta,,united-states,,,,unknown,4.0,,"CARBONATED WATER, HIGH FRUCTOSE CORN SYRUP, CITRIC ACID, NATURAL FLAVORS, SODIUM BENZOATE, MODIFIED FOOD STARCH, GLYCEROL ESTER OF ROSIN, YELLOW 6, RED 40.",12.162162162162,45.045045045045
3760238994829,Macarons fantastiques,,"snacks, desserts, sweet-snacks, biscuits-and-cakes, pastries, macarons",france,,,,e,,,,,
8004494318513,fantasia di mandorle,Condorelli,,italy,,,,unknown,,,,,
8435608804002,Kombucha orange fantasy,Flax & Kale,"beverages-and-beverages-preparations, beverages, fermented-foods, fermented-drinks, tea-based-beverages, kombuchas",spain,,,,c,,,,,
8011407010594,Fantasia ai cereali,Ciro Amodio,,italy,,,,unknown,,,,,
0889392000597,Fantasy Vibe Sparkling Mango Maracuja Edition,CELSIUS,"beverages-and-beverages-preparations, beverages, energy-drinks",united-states,,,,unknown,4.0,,"Carbonated Filtered Water, Taurine, Citric Acid, Guarana Seed Extract, Green Tea Extract, Caffeine, Ascorbic Acid, Sucralose, Glucuronolactone, Ginger Root Extract, Natural Flavor, Calcium Pantothenate, Niacinamide, Pyridoxine Hydrochloride, Riboflavin, Beta-Carotene (color), Chromium Chelate, Biotin, Cyanocobalamin",,
3290041002157,Truffes fantaisie nature,Guyaux,,france,,,,unknown,,,,,
5000112661965,red fanta,Fanta,"beverages, carbonated-drinks, sodas",united-kingdom,,,,c,,,,,
8008660890209,Confiture extra au 4 fruits rouges,"Fantasy, Menz & Gasser","plant-based-foods-and-beverages, plant-based-foods, breakfasts, spreads, plant-based-spreads, sweet-spreads, fruit-and-vegetable-preserves, jams, berry-jams, mixed-fruit-jams, mixed-berry-jams, uk:варення",belgium,,,,d,4.0,,"Fruits rouges en proportion variable (fraises, framboises, griottes, groseilles rouges), sucre, eau, gélifiant: pestine de fruit; correcteur d'acidité: acide citrique et citrate de calcium.",,
8029454005401,Tarallini fantasia,La bottega degli antichi sapori,"plant-based-foods-and-beverages, plant-based-foods, snacks, cereals-and-potatoes, cereals-and-their-products, taralli, it:taralli",italy,,,,d,,,,,
0860006400620,Truffes Fantaisie,,,united-states,,,,unknown,,unknown,,35.294117647059,588.23529411765
8005085719207,cioco fantasy,Crispo,"snacks, sweet-snacks, confectioneries",italy,,,,e,,,,,
0052302682200,truffle fantasie,Jacquot,,canada,,,,unknown,,,,,
3481291013370,Truffes fantaisie,"Chocolat Mathez, Mathez","plant-based-foods-and-beverages, plant-based-foods, fruits-and-vegetables-based-foods, snacks, sweet-snacks, vegetables-based-foods, cocoa-and-its-products, confectioneries, festive-foods, chocolate-candies, christmas-foods-and-drinks, mushrooms-and-their-products, bonbons, mushrooms, christmas-chocolates, truffles, chocolate-truffles",france,"box, cardboard, dry",,,e,4.0,,"Graisses végétales (coprah, palmiste), sucre, cacao maigre en poudre, _lactosérum_ en poudre, éclats de _noisettes_ caramélisées 6% (_noisettes_, sucre), cacao en poudre, émulsifiant : lécithines de _soja_, arôme.",,
8013799001143,Zuppa Fantasia Bio,Bettini,"plant-based-foods-and-beverages, plant-based-foods",italy,,,,unknown,,,,,
3421372527679,Truffes fantaisie,Palais D'Ébène,,france,,,,unknown,,,,,
