code,product_name,brands,categories_tags,countries_tags,packaging_tags,stores,purchase_places,nutriscore_grade,nova_group,ecoscore_grade,ingredients_text,nutriments.sugars_100g,nutriments.energy-kcal_100g
22154071,fairlife,,,united-states,,,,unknown,,,"reduced fat ultra-filtered milk, lactase enzyme, vitamin a palmitate, vitamin d3, contains milk, 10897-r10 fairlife llc, chicago, il 60607 let's chat! 855-livefair *4,5g vs, 8g fat per serving fda states: no significant difference has been shown between milk from cows treated and not treated with fbst growth hormones, we don't use fbst, but you deserve the whole story! learn more at fairlife,com ud homogenized, pasteurized, grade a",,
0811620022927,Lait frappé nutritif au chocolat,fairlife,"beverages-and-beverages-preparations, beverages, dairies, dairy-drinks, flavoured-milks, chocolate-milks, dietary-supplements, bodybuilding-supplements, milkshakes, protein-shakes, protein-drink",canada,,,,not-applicable,4.0,,"Ultrafiltered partly skimmed lactose free milk (partly skimmed milk, lactase enzyme, vitamin A palmitate, vitamin D3), Alkalized cocoa, Natural flavour, Sodium Hexametaphosphate, Cellulose gel, Cellulose gum, Salt, Concentrated monk fruit juice, Acesulfame-potassium, Carrageenan, Stevia leaf extract, Maltodextrin, Sucralose. Contains per 1 bottle (340 mL): 77 mg acesulfame-potassium, 4.5 mg sucralose. Contains: Milk. Ingrédients: Lait ultrafiltré partiellement écrémé sans lactose (lait partiellement écrémé, enzyme de lactase, palmitate de vitamine A, vitamine D3), Poudre de cacao solubilisée, Essence naturelle, Hexametaphosphate de sodium, Gel de cellulose, Gomme de cellulose, Sel, Jus de fruit de moines concentré. Acesulfame-potassium, Carraghenine, Extrait de feuille de stevia, Maltodextrine, Sucralose Contient pour 1 bouteille (340 mL): 77 mg d'acesulfame-potassium, 4,5 mg de sucralose. Contient : Lait",,
0811620021739,fairlife nutrition plan,,,united-states,,,,unknown,,unknown,,0.58823529411765,44.117647058824
81161775,Protein shake,Fairlife,,united-states,,,,unknown,4.0,unknown,"Filtered low-fat Grade A milk, natural flavors, cellulose gel, cellulose gum, maltodextrin, carrageenan, lactase enzyme, acesulfame potassium, sucralose, monk fruit juice concentrate, salt, stevia leaf extract, vitamin A, vitamin D3.",0.588,44.1
0811620002127,Core power,Fairlife,,italy,,,,unknown,,,,,
0811620061933,Firepower,Fairlife,,italy,,,,unknown,,,,,
0811620022996,Protein,Fairlife,"dietary-supplements, bodybuilding-supplements, protein-shakes",united-states,,,,a,,unknown,,0.58823529411765,44.117647058824
04757839,Fairlife,,,united-states,,,,unknown,,unknown,,2.5,50.0
3818970000350,Fairlife protein  shake,,,ireland,,,,unknown,,,,,
0351652900447,Lait frappé nutritif au chocolat,Fairlife,,france,,,,unknown,,,,,
3357934020336,Core Power,Fairlife,,france,,,,unknown,,,,,
0049000550122,Fairlife Yogurt,,,united-states,,,,unknown,,unknown,,4.1176470588235,70.588235294118
0049000550115,Key lime yogurt,Fairlife,,united-states,,,,unknown,,unknown,,4.11764705882353,70.58823529411765
0432976785979,Fat free milk,Fairlife,,germany,,,,unknown,,,,,
1817676021982,Strawberry Banana Milk Shake,Fairlife,,united-states,,,,unknown,,unknown,,1.45,41.1
0811620022187,fairlife Nutrition Plan Shake,fairlife,"beverages-and-beverages-preparations, beverages, dairies, dairy-drinks, flavoured-milks, chocolate-milks, dietary-supplements, bodybuilding-supplements, protein-shakes",united-states,,,,not-applicable,4.0,,"FILTERED LOWFAT GRADE A MILK, CONTAINS LESS THAN 1% OF:, ALKALIZED COCOA, NATURAL FLAVORS, CELLULOSE GEL, CELLULOSE GUM, SALT, CARRAGEENAN, LACTASE ENZYME, MONK FRUIT JUICE CONCENTRATE, ACESULFAME POTASSIUM, SUCRALOSE, STEVIA LEAF EXTRACT, VITAMIN A (palmitate), VITAMIN D3, CONTAINS: MILK.",,
96356340,Fairlife,,,united-states,,,,unknown,,unknown,,0.58823529411765,44.117647058824
0671620022118,Fairlife Nutrition plan shake,Fairlife,,united-states,,,,unknown,,,,0.588,44.1
0600934020305,Core Power,Fairlife,,south-africa,,,,unknown,,unknown,,7.0,230.0
0801300020633,Core Power,Fairlife,,italy,,,,unknown,,,,,
0811620020367,Fairlife Chocolate Milk,,,united-states,,,,unknown,,unknown,,5.0724637681159,60.386473429952
3857960020633,Core Power Elite Chocolate 42,Fairlife,"beverages-and-beverages-preparations, beverages, dairies, dairy-drinks, flavoured-milks, dietary-supplements, milkshakes",croatia,,,,unknown,,d,,,55.5555555555556
0049000551365,Fairlife Protein Shake,,,united-states,,,,unknown,,,,,
18636714,Fairlife chocolate nutrition shake,,,united-states,,,,unknown,,unknown,,0.58823529411765,44.117647058824
0811620024020,Core Power High Protien Milkshake,Fairlife,"dietary-supplements, bodybuilding-supplements, protein-shakes, protien-shake","italy, united-states",,,,not-applicable,4.0,,"filtered lowfat grade a milk, alkalized cocoa, natural flavors, lactase enzyme, sea salt, acesulfame potassium, carrageenan, monk fruit juice concentrate, maltodextrin, cellulose gel, cellulose gum, stevia leaf extract, sucralose, vitamin a palmitate, vitamin d3",,
0811620022217,Core Power Chocolate Protein Shake,fairlife,"dietary-supplements, bodybuilding-supplements, protein-shakes",canada,,,,not-applicable,4.0,,"Ultrafiltered partly skimmed lactose free milk (partly skimmed milk, vitamin A palmitate, vitamin D3, lactase enzyme), alkalized cocoa, natural flavour, cellulose gel, maltodextrin, concentrated monk fruit juice, sodium phosphate, carrageenan, cellulose gum, stevia leaf extract, acesulfame-potassium, sucralose",,
0322170756380,Fairlife core power high protein milk shake,,,united-states,,,,unknown,,unknown,,0.58823529411765,44.117647058824
11593126,fairlife,,,united-states,,,,unknown,4.0,unknown,"filtered lowfat grade a milk, contains less than 1% of alkalized cocoa, oat fiber, natural flavors, salt, lactase enzyme, monk fruit juice concentrate, acesulfame potassium, sucralose, stevia leaf extract, vitamin a (palmitate), vitamin d3 contains: milk. fairli",,
09464483,Core  Power Elite Chocolate,Fairlife,,united-states,,,,unknown,,unknown,,1.6908212560386473,55.55555555555555
0049000551341,fairlife nutrition plan high quality protein vanilla,,,united-states,,,,unknown,4.0,unknown,"filtered lowfat grade a milk, contains less than 1% of natural flavors, cellulose gel, cellulose gum, carrageenan, lactase enzyme, acesulfame potassium, sucralose, monk fruit juice concentrate, salt, stevia leaf extract, vitamin a (palmitate), vitamin d3 contains: milk. lactose free aseptically pasteurized od homogenized & grade a states: no significa from cows treated and n fda oxde smartice food informat scan here for me or call 855-line",,38.647343
8851892421983,Core  Power,Fairlife,,thailand,,,,unknown,,unknown,,,
0031076869635,Chocolate Protein Shake,Fairlife,,united-states,,,,unknown,,unknown,,2.0,150.0
86200219,Core Power,Fairlife,,ireland,,,,unknown,,,,,
9789423669339,Fairlife core power strawberry banana,Fairlife,,ireland,,,,unknown,,,,,
11127482,Core power,Fairlife,,united-states,,,,unknown,,unknown,,1.6908212560386473,55.55555555555555
0312547171571,Whole ultra-filtered milk,fairlife,"dairies, milks-liquid-and-powder, milks",,,,,unknown,3.0,,"ULTRA-FILTERED MILK, LACTASE ENZYME, VITAMIN A PALMITATE, VITAMIN D3., CONTAINS MILK.",,
0811620022293,fairlife protein drink,fairlife,"dietary-supplements, bodybuilding-supplements, protein-shakes, protein-drink",,,,,unknown,4.0,unknown,"FILTERED LOWFAT GRADE A MILK, CONTAINS LESS THAN 1% OF ALKALIZED COCOA, OAT FIBER, NATURAL FLAVORS, SALT, LACTASE ENZYME, MONK FRUIT JUICE CONCENTRATE ACESULFAME POTASSIUM, SUCRALOSE, STEVIA LEAF EXTRACT, VITAMIN A (palmitate), VITAMIN D3 CONTAINS: MILK",,
0811620023023,vanilla lactose-free nutritious shake,fairlife plan nutrition,"beverages-and-beverages-preparations, beverages, dairies, milks-liquid-and-powder, dairy-drinks, milks, dietary-supplements, bodybuilding-supplements, protein-shakes, fairlife-protein","canada, italy",,,,not-applicable,4.0,,"Ultrafiltered partly skimmed lactose free milk (partly skimmed vitamin A palmitate, vitamin D3), Natural flavour, Sodium hexametaphosphate, Cellulose Cellulose gum, Salt, Maltodextrin, Carrageenan, Acesulfame-potassium, Concentrated monk fruit juice, Stevia leaf extract, Sucralose. Contains per 1 bottle (340 mL): 75 mg acesulfame-potassium, 4.4 mg sucralose. Contains: Milk.",,
16200203,"Low Fat Ultra-Filtered Milk, Rich Chocolate",Fairlife,,ireland,,,,unknown,,,,,
0559400669671,Fairlife,Fairlife,,ireland,,,,unknown,,,,,
9378387015117,Chocolate Shake,Fairlife,,australia,,,,unknown,,unknown,,,150.0
0811620321563,Core Power,Fairlife,,italy,,,,unknown,,,,,
7129111121121,Milk,Fairlife,,ireland,,,,unknown,,,,,
0811620402460,"High Protein Milkshake, vanilla",Fairlife,,italy,,,,unknown,,,,,
0641340022118,High quality protein,Fairlife,,finland,,,,unknown,,unknown,,0.5882352941176471,44.11764705882353
0811620021913,Core power chocolate,Fairlife,,italy,,,,unknown,,,,,
0551620021451,Fairlife core power chocolate protein shake,Fair life,,ireland,,,,unknown,,,,,
6773924021430,Core power protein shake,Fairlife,,ireland,,,,unknown,,,,,
9868380022118,High Quality Protein,Fairlife,,united-states,,,,unknown,,,,,
9568310020398,Fairlife core power elite,Fairlife,,ireland,,,,unknown,,,,,
0811620022507,Protein chocolate drink,Fairlife,,italy,,,,unknown,,,,,
0811620021333,Core Power Elite - Chocolate,Fairlife,,canada,,,,unknown,,,,,
38986253,Fairlife vanilla protein shake,Fairlife,shake,united-states,,,,a,4.0,unknown,"FILTERED LOWEAT GRADE A MILK CONTAINS LESS THAN 1% OF NATURAL FLAVORS CELLULOSE GEL CELLULOSE GAM CARRAGEENAN LACTASE ENZYME ASSUME POTASSIUM SUCRALOSE, MONK FRUT AUCE CONCENTRATE, SALT, STEVA LEAF EXTRACT, VITAMIN A VITAMIN D3 CONTAINS MILK fairlife LLC, Chicago, IL 60607 LACTOSE FREE Aseptically Pasteurized 00 12862-R3",0.5882353,44.11765
1817676020657,Protein Shake (vanilla),Fairlife,,united-states,,,,unknown,,,,1.93,55.6
0811620402132,Core Power High Protein Milk Shake,Fairlife,,canada,,,,unknown,,,,,
0811620027281,Core power,Fairlife,,italy,,,,unknown,,,,,
0049000553604,Core Power,Fairlife,dietary-supplements,united-states,,,,not-applicable,4.0,,"FILTERED LOWFAT GRADE A MILK, ALKALIZED COCOA, NATURAL FLAVORS, LACTASE ENZYME, SEA SALT, ACESULFAME POTASSIUM, CARRAGEENAN, MONK FRUIT JUICE CONCENTRATE, MALTODEXTRIN, CELLULOSE GEL, CELLULOSE GUM, STEVIA LEAF EXTRACT, SUCRALOSE, VITAMIN A PALMITATE, VITAMIN D3.",,
0811620028233,Core Power High Protein Milkshake,Fairlife,,italy,,,,unknown,,,,,
08871413,Core power,Fairlife,"beverages-and-beverages-preparations, beverages, dairies, dairy-drinks, flavoured-milks, milkshakes",united-states,,,,b,4.0,d,"FILTERED LOWFAT GRADE A MILK, ALKALIZED COCOA CONTAINS LESS THAN 1% OF NATURAL FLAVORS, LACTASE ENZYME, SEA SALT, ACESULFAME POTASSIUM, CARRAGEENAN, MONK FRUIT JUICE CONCENTRATE MALTODEXTRIN, CELLULOSE GEL CELLULOSE GUM, STEVA LEAF EXTRACT, SUCRALOSE, VITAMIN A PALMITATE, VITAMIN D3 CONTAINS: MILK Aseptically Pasteurized fairlife LLC, Chicago, IL 60607 Consumer Information 1-800-643-8151 corepower.com LACTOSE FREE GLUTEN FREE OD Homogenized & Grades",1.6908213,55.555557
0811620402040,Strawberry Milk,Fairlife,,united-states,,,,unknown,,,,5.07,60.4
0811620020343,Core Power Elite Vanilla,Fairlife,,united-states,,,,unknown,,unknown,,1.93,55.6
0811620095303,Lait chocolat 42g Core Power,Fairlife,,italy,,,,unknown,,,,,
8835980024065,Core Power,Fairlife,,ireland,,,,unknown,,,,,
0811650021983,Fairlife Core Power Vanilla,Fairlife,,italy,,,,unknown,,,,,
0811640040666,Core Power shake,Fairlife,,italy,,,,unknown,,,,,
0712620022514,1% Ultra filtered Partly Skimmed Milk,Fairlife,,canada,,,,unknown,,,,,
0711620020636,Fairlife Core Power High Protein Milkshake,Fairlife,,united-states,,,,unknown,,unknown,,1.69,55.6
0811690029598,Fairlife,,,italy,,,,unknown,,,,,
6004004670881,Strawberry,Fairlife,,united-states,,,,unknown,,unknown,,5.07,60.4
0811620021494,Core Power,fairlife,,united-states,,,,unknown,4.0,unknown,"FILTERED LOWFAT GRADE A MILK, NATURAL FLAVORS, STRAWBERRY PUREE, JUICE CONCENTRATE, MALTODEXTRIN, SEA SALT, CELLULOSE GEL, CELLULOSE GUM, STEVIA LEAF EXTRACT, SUCRALOSE, VITAMIN A PALMITATE, VITAMIN D3",1.69,55.6
0056800862010,Cold brew / café,Fairlife,,united-states,,,,unknown,,unknown,,,4.0
0811624802037,Fairlife core power vanilla,,,italy,,,,unknown,,,,,
0746309002795,Chocolate reduced fat milk,Fairlife,,dominican-republic,,,,unknown,,unknown,,,140.0
0811620027960,Fairlife core power,Fairlife,,italy,,,,unknown,,,,,
9337369550008,Core power elite vanilla,Fairlife,,australia,,,,unknown,,unknown,,8.0,230.0
0811620024167,Fairlife Ultrafiltered Milk,Core  Power,,canada,,,,unknown,,,,,
8851970021777,Lait au chocolat,Fairlife,,thailand,,,,unknown,,unknown,,4.800000000000001,60.0
0000980250057,Fairlife Chocolate Protein Shake,,,united-states,,,,unknown,4.0,unknown,"filtered lowfat grade a milk, alkalized cocoa powder, contains less than 1% of:  natural flavors, monk fruit juice concentrate, stevia leaf extract, carrageenan, cellulose gel, cellulose gum, maltodextrin, acesulfame potassium, sucralose, lactase enzyme, vitamin a palmitate, vitamin d3,",,
0056312002771,fairlife chocolate milk,fairlife,"beverages-and-beverages-preparations, beverages, dairies, dairy-drinks, flavoured-milks, chocolate-milks",united-states,,,,unknown,4.0,,"reduced fat ultra-filtered milk, sugar, alkalized cocoa, lactase enzyme, dipotassium phosphate, salt, acesulfame potassium, carrageenan, natural and artificial flavors, sucralose, vitamina palmitate, vitamin d3, contains milk, fairlife llc, chicago, il 60607 let's chat! 855-livefair *4,5g vs, 8g fat per serving tfda states: no significant difference has been shown between milk from cows treated and not treated with rbst growth hormones, we don't use rbst, but you deserve the whole story!",,
0841620008485,Core power vanilla,Fairlife,,spain,,,,unknown,,,,,
0811620021173,Core protein,Fairlife,,italy,,,,unknown,,,,,
0811620021685,Corepower Strawberry,Fueled By Fairlife,"dietary-supplements, bodybuilding-supplements, protein-shakes",united-states,,,,not-applicable,,,,,
0811620021463,Core Life Elite Strawberry,Fairlife,,united-states,,,,unknown,,unknown,,1.69,55.6
0796410002795,Fairlife Chocolate Milk,Fairlife,,united-states,,,,unknown,,unknown,,5.0,58.3
0856302002781,2% Reduced Fat Ultra-Filtered Milk,Fairlife,,united-states,,,,unknown,,unknown,,,
0722620022117,Chocolate Protein Nutrition Shake,Fairlife,,united-states,,,,unknown,,,,0.588,44.1
6197222774070,Chocolate Reduced Fat Ultra-filtered Milk,Fairlife,,united-states,,,,unknown,,unknown,,12.0,140.0
0726206203983,2% Reduced Fat Ultra Filtered Chocolate Milk,Fairlife,,united-states,,,,unknown,,,,5.07,60.4
0811620021937,Core Power High Protein Milk Shake Vanilla,fairlife,,united-states,,,,unknown,4.0,,"filtered low fat grade A milk, natural flavors, monk fruit juice concentrate, stevia leaf extract, carrageenan, cellulose gel, cellulose gum, acesulfame potassium, sucralose, lactase enzyme, vitamin A palmitate, vitamin D3",,
0811620021111,Core Power High Protein Milk Shake Chocolate,Fairlife,,united-states,,,,unknown,,,,1.21,41.1
0811620022156,Fairlife Protein Shake - Chocolate,Fairlife,,united-states,,,,unknown,,,,0.588,44.1
0081162002039,Chocolate Protein,Fairlife,,united-states,,,,unknown,,,,5.07,60.4
0811620022323,Core Power Chocolate,Fairlife,,canada,,,,unknown,,,,,
0811620027885,Corepower Elite Strawberry 42G,Fairlife,,united-states,,,,unknown,,,,1.69,55.6
0811620206020,Core Power High Protein Milkshake 42G,Fairlife,,germany,,,,unknown,,,,,
0811620017831,Core Power Banana,Fairlife,"dietary-supplements, Boisson ptotéinée",canada,,,,not-applicable,,,,,
0821620021851,Core power chocolate milk,Fairlife,,italy,,,,unknown,,,,,
0811620021159,Core Power Vanilla 26g,Fairlife,,united-states,,,,unknown,,,,1.21,41.1
0811620051248,Strawberry Banana Protein Drink,Core Power Fairlife,,canada,,,,unknown,,,,,
0801620020634,Core power High Protein Milk Shale,Fairlife,,united-states,,,,unknown,,,,0.0,55.6
0811620021487,Core Power High Protein Milk Shake,Fairlife,,united-states,,,,unknown,,,,1.69,55.6
0843312002795,Chocolate Milk,Fairlife,,united-states,,,,unknown,,,,5.0,58.3
17295062,Core Power Protein,Fairlife,"dietary-supplements, bodybuilding-supplements, protein-shakes",united-states,,,,not-applicable,,,,,
0714600020633,Core Power Elite Chocolate,fairlife,,united-states,,,,unknown,4.0,,"filtered lowfat grade a milk, alkalized cocoa, natural flavors, lactase enzyme, sea salt, acesulfame potassium, carrageenan, monk fruit juice concentrate, maltodextrin, cellulose gel, cellulose gum, stevia leaf extract, sucralose, vitamin a palmitate, vitamin d3",1.69,55.6
0811690020663,Core Power Elite Chocolate Milk Shake,Fairlife,,united-states,,,,unknown,,,,1.69,55.6
0811620021579,Core Power Chocolate High Protein Milk Shake,Fairlife,,united-states,,,,unknown,,,,1.21,41.1
0856312002825,Chocolate 2% Reduced Fat Milk,Fairlife,,united-states,,,,unknown,,,,5.0,58.3
0811620020688,Core Power Elite Chocolate Complete Protein Shake,Fairlife,,canada,,,,unknown,,,,,
0811620027717,Core Power,Fairlife,,canada,,,,unknown,,,,,
0712620021951,Core Power Protein Milkshake,Fairlife,,united-states,,,,unknown,,,,1.21,41.1
0711620441967,Core Power Vanilla Protein Shake,Fairlife,,united-states,,,,unknown,,,,1.21,41.1
0811620015431,Banana Core Power,Fairlife,,canada,,,,unknown,,,,,
0811620029131,Core Power High Protein Milk Shake - Banana,Fairlife,,canada,,,,unknown,,,,,
3817070020633,Core Power High Protein Milk Shake Elite Chocolate,Fairlife,,united-states,,,,unknown,,,,1.69,55.6
0211620020655,Core Power Vanilla Protein Shake,Fairlife,,united-states,,,,unknown,,,,1.93,55.6
0811620024648,Core Power High Protein Milkshake Banana Strawberry,Fairlife,,canada,,,,unknown,,,,,
0856312027897,Fat Free Ultra-Filtered Milk,Fairlife,,united-states,,,,unknown,,,,2.5,33.3
0811620023047,Fairlife Nutrition Plan,Fairlife,"dietary-supplements, bodybuilding-supplements, protein-shakes",canada,,,,not-applicable,,,,,
0211620002217,Core Power High Protein Milk Shake Chocolate,Fairlife,,canada,,,,unknown,,,,,
0811620028424,Core Power Vanilla,Fairlife,,canada,,,,unknown,,,,,
0712620020169,Whole Ultra-Filtered Milk,Fairlife,,united-states,,,,unknown,,,,2.5,62.5
0116206206020,Core Power Elite Chocolate,Fairlife,,united-states,,,,unknown,,,,1.69,55.6
0811620002196,Core Power Vanilla,Fairlife,,united-states,,,,unknown,,,,1.21,41.1
0811620028417,Core Power chocolate protein shake,Fairlife,,canada,,,,unknown,,,,,
0811620021227,Core Power Choclate Milk,Fairlife,,canada,,,,unknown,,,,,
55215787,Core Power high protein Milkshake Chocolate,Fairlife,,united-states,,,,unknown,,,,1.21,41.1
0811620020480,Core Power High Protein Milkshake,Fairlife,,united-states,,,,unknown,,,,1.69,55.6
0811620027328,High Protein Milk Shake,Core Power By Fairlife,,canada,,,,unknown,,,,,
7881028088217,Core Power Chocolate,Fairlife,,canada,,,,unknown,,,,,
07407567,Chocolate Nutrition Shake,fairlife,,united-states,,,,unknown,,,,,
0811620020466,Core Power Elite Chocolate,Fairlife,,united-states,,,,unknown,,,,1.69,55.6
21202131,Core Power High Protein Milk Shake Vanilla,fairlife,,united-states,,,,unknown,,,,,
0811620029117,Core Power Shake,Fairlife,,canada,,,,unknown,,,,,
9338369900008,Fairlife Nutrition Chocolate Shake,Fairlife,,united-states,,,,unknown,,,,0.588,44.1
0811620602037,Core Power Elite Vanilla Protein Shake,Fairlife,,united-states,,,,unknown,,,,1.93,55.6
0811620020855,CORE POWER ELITE VANILLA HIGH PROTEIN MILK SHAKE,fairlife,,united-states,,,,unknown,,,,,
0811620040839,Fairlife 2% Reduced Fat Milk,,,united-states,,,,unknown,,,,,
0712620021791,3.25% Lactose Free Whole Milk,Fairlife,,canada,,,,unknown,,,,,
0811620023955,Core Power High Protein Milkshake,Fairlife,,united-states,,,,unknown,,,,,41.1
0811620001175,Core Power High Protein Milk Shake Strawberry Banana 26g Complete Protein,fairlife,,united-states,,,,unknown,,,,1.45,41.1
2850417002757,ultra-filtered milk,fairlife,,united-states,,,,unknown,,,,,
01017920,Chocolate Nutrition Shake,fairlife nutrition plan,,united-states,,,,unknown,,,,,
0041755002383,fairlife fat free,fairlife,,united-states,,,,unknown,,,,2.5,33.3
